class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
biceps,0.510841012,0.08122234,-0.304810286,0.999921918,0.521077037,0.043283619,-0.284073561,0.999898493,0.529000044,0.042049941,-0.283986866,0.999911726,0.536221147,0.040354047,-0.283960253,0.999896705,0.49527663,0.039866857,-0.293264925,0.999907672,0.485834837,0.037196521,-0.293277711,0.999908328,0.476732939,0.034913126,-0.293532163,0.999901354,0.541920364,0.042252854,-0.096726321,0.999903321,0.459007293,0.044224598,-0.13829352,0.999934494,0.525821865,0.111735858,-0.230581179,0.999873698,0.493838221,0.109756373,-0.243796423,0.9999035,0.605286241,0.245734245,0.035781793,0.99970454,0.396876186,0.225164622,-0.085363247,0.999838412,0.661040187,0.493888289,-0.144634858,0.994001746,0.325924546,0.484578699,-0.460529387,0.998777568,0.726663113,0.315710455,-0.501147151,0.998877585,0.34767282,0.243331596,-0.927912354,0.999473095,0.746988416,0.274955183,-0.552972257,0.997210801,0.341371357,0.182349622,-0.995359004,0.998399913,0.742120326,0.238777682,-0.539117813,0.996931791,0.346236467,0.158425421,-0.96572125,0.99829191,0.732861102,0.253344834,-0.505575061,0.997055352,0.356433749,0.181125671,-0.926511049,0.99825114,0.602850676,0.800623238,0.026566368,0.992622852,0.451793224,0.805655301,-0.02483049,0.995493531,0.603949904,1.186771631,0.023729067,0.181307212,0.469460756,1.205757856,0.023415208,0.281636655,0.613319397,1.561529875,0.218820006,0.006649576,0.476924628,1.581565619,0.186437696,0.012275091,0.617591321,1.609022737,0.228362396,0.007987203,0.47188741,1.630573511,0.197156951,0.00854025,0.601896703,1.681935906,0.032565102,0.006140495,0.502208114,1.697714448,-0.033158742,0.005301939
biceps,0.511894643,0.077745587,-0.285977155,0.999916196,0.521076858,0.039069757,-0.265386075,0.999896049,0.528970003,0.037811894,-0.265344113,0.999908328,0.535969615,0.036186948,-0.265347868,0.999894679,0.496163875,0.035462786,-0.28050065,0.999905348,0.486887276,0.032564785,-0.280555338,0.999904454,0.477717936,0.030093843,-0.280832499,0.999898374,0.539244711,0.038774174,-0.088795558,0.999899507,0.45894134,0.039509229,-0.14499262,0.999932528,0.525934935,0.107284829,-0.21538955,0.999872863,0.495374352,0.105560139,-0.235299662,0.999903679,0.602055907,0.245701432,0.049862437,0.999710858,0.396563202,0.223945647,-0.100773692,0.999833584,0.659139752,0.493658066,-0.09150479,0.993219554,0.329339415,0.4846569,-0.45707798,0.998754919,0.726652026,0.318441391,-0.418074787,0.998894513,0.352267951,0.24338226,-0.901262581,0.999464631,0.74697572,0.279901415,-0.463101715,0.99721992,0.347657353,0.182142541,-0.968757808,0.998371482,0.742104471,0.242268845,-0.455427021,0.996938407,0.352576852,0.158074796,-0.939345717,0.998255968,0.732842267,0.255006433,-0.423578769,0.997047305,0.361704528,0.180361778,-0.900433481,0.998195291,0.602700114,0.797994912,0.033486791,0.992590547,0.452947974,0.804819763,-0.031931579,0.995442688,0.603553891,1.182365656,0.017342357,0.18088685,0.470381111,1.205182314,0.018977242,0.283436358,0.614368975,1.551538825,0.198781282,0.006627325,0.477621734,1.579155564,0.175633922,0.012286122,0.617587984,1.598680854,0.205996826,0.007846397,0.473569781,1.626855254,0.185069591,0.008228354,0.609584332,1.669481039,0.008822643,0.006782703,0.501273453,1.695914507,-0.042453688,0.005504432
biceps,0.512468994,0.07772886,-0.26658681,0.999899685,0.521169662,0.038341373,-0.245942518,0.999882281,0.528984845,0.036935396,-0.245901197,0.999891698,0.535983086,0.035224646,-0.245915234,0.999880075,0.497078925,0.035206567,-0.260786444,0.999894857,0.488213062,0.032343455,-0.260852933,0.999891579,0.479428321,0.029861335,-0.261182398,0.999889493,0.539629638,0.038333438,-0.070025146,0.999877334,0.460331768,0.03932311,-0.136007339,0.999925196,0.52635169,0.107272349,-0.195478752,0.999854088,0.498683274,0.105570875,-0.215139806,0.999894679,0.600670993,0.245185733,0.078603834,0.99967581,0.397595108,0.222810909,-0.095675439,0.999824107,0.657187104,0.492485434,-0.071785003,0.991707146,0.329807907,0.483920187,-0.469945669,0.998767316,0.72663641,0.318085015,-0.396024585,0.998844266,0.359194487,0.242187023,-0.908492804,0.99947083,0.746897042,0.279522896,-0.43806079,0.997063935,0.35391587,0.179172188,-0.975124419,0.998377621,0.742089152,0.242000699,-0.428803027,0.996751249,0.360534072,0.155716807,-0.941309869,0.998256326,0.732893944,0.255218923,-0.401041418,0.99685353,0.370190173,0.178249344,-0.904476523,0.998174667,0.603343427,0.798076212,0.037933026,0.992588937,0.454844147,0.804845691,-0.036502134,0.995477498,0.603473008,1.182705045,0.018473363,0.182868332,0.470362514,1.205620408,0.00849083,0.290655851,0.614209354,1.551484466,0.19844535,0.006715253,0.476890087,1.579367161,0.172755733,0.012669667,0.617287934,1.598426819,0.205321938,0.007824156,0.473060369,1.626970291,0.18197982,0.00813176,0.609269798,1.669226289,0.007012877,0.007493383,0.499821007,1.696957231,-0.057074483,0.005897933
biceps,0.512830377,0.077570245,-0.27125451,0.999881208,0.521281779,0.037449878,-0.250461549,0.999866068,0.529033959,0.035968043,-0.250415087,0.999872744,0.536032379,0.034238182,-0.250421613,0.999862552,0.497698635,0.034694649,-0.264181823,0.99988246,0.489073932,0.031872485,-0.264235139,0.999876738,0.480535835,0.029396579,-0.26455301,0.999878347,0.540132642,0.037613966,-0.071760714,0.999852836,0.461370915,0.038910694,-0.137537777,0.999917269,0.526676416,0.107172266,-0.199301183,0.999831855,0.500386059,0.105551258,-0.217831761,0.99988395,0.599581063,0.244244188,0.08434996,0.999647141,0.398031324,0.221384555,-0.102766514,0.999814272,0.655836344,0.490344912,-0.060947802,0.990230083,0.330134451,0.483658642,-0.486358076,0.998774111,0.726631105,0.318005264,-0.382998317,0.998793006,0.361554801,0.241706342,-0.922467411,0.999474049,0.746842742,0.279191494,-0.423941791,0.996901989,0.356023759,0.177682415,-0.988928914,0.998371065,0.742075205,0.241655678,-0.414081573,0.996559978,0.363295704,0.154556289,-0.953730404,0.99824369,0.732922316,0.255181909,-0.387922019,0.996662438,0.373149931,0.177267641,-0.917497933,0.998142242,0.603554249,0.798168182,0.041969195,0.992422521,0.45613569,0.804834187,-0.040571854,0.995383263,0.603402436,1.182455778,0.019810015,0.179390565,0.470404685,1.205335617,0.000416218,0.288166374,0.614076376,1.550976872,0.199087009,0.006544941,0.47714901,1.579008341,0.170540899,0.012430177,0.6170699,1.598358393,0.205773056,0.007589255,0.473463356,1.626667976,0.180266678,0.007809551,0.609119356,1.668171167,0.00691563,0.007742607,0.500088453,1.696892023,-0.066973627,0.005956467
biceps,0.512800217,0.075365163,-0.249524191,0.999865174,0.521195233,0.033465669,-0.22851418,0.999852598,0.528904796,0.032134827,-0.228485733,0.999859214,0.535881698,0.030684125,-0.228495583,0.99985075,0.497651428,0.030859068,-0.245793477,0.999869645,0.489017248,0.028165126,-0.245863557,0.999862909,0.480498224,0.025895655,-0.24618867,0.999866068,0.540173888,0.036018334,-0.052996419,0.999836147,0.461411148,0.036894258,-0.132582486,0.999909878,0.526718736,0.106187247,-0.178492531,0.999815524,0.500369191,0.103834771,-0.201310247,0.999873579,0.597976029,0.244034082,0.103616036,0.999634564,0.397527844,0.220095366,-0.106206745,0.999804139,0.653497577,0.49051857,-0.035692729,0.989155591,0.330383271,0.483822256,-0.481746107,0.998790503,0.726269484,0.320398629,-0.357679129,0.998814642,0.363176525,0.240967229,-0.908806264,0.9994874,0.746718943,0.28061837,-0.400951952,0.996940851,0.358537197,0.175478324,-0.974179804,0.998402655,0.742012024,0.242753863,-0.39428094,0.996593118,0.364849895,0.151233628,-0.94145292,0.998270869,0.732897043,0.256290853,-0.363894045,0.996687472,0.374412715,0.174260482,-0.905006051,0.998156428,0.604247451,0.801708996,0.051816139,0.992605746,0.457330793,0.808089435,-0.050440695,0.995481551,0.603349626,1.186573267,0.024279175,0.183477893,0.471914947,1.211567998,-0.015232485,0.304641217,0.614129663,1.554862618,0.207502022,0.006547995,0.477140397,1.584867001,0.146566123,0.012629633,0.616903603,1.604101539,0.214003369,0.00741934,0.472970307,1.632316828,0.154480457,0.007546674,0.613331139,1.668636322,0.012445002,0.008352329,0.503366768,1.703542948,-0.092893772,0.006224719
biceps,0.512776911,0.072071597,-0.256153315,0.999850035,0.521117568,0.029684255,-0.234578758,0.999840498,0.528842926,0.02860361,-0.234531403,0.999846339,0.535851061,0.027434904,-0.234536201,0.99984014,0.49761048,0.026906019,-0.251036853,0.999857783,0.488984346,0.024375184,-0.251084536,0.999848902,0.480450124,0.022399776,-0.251401007,0.999854088,0.540274799,0.034157384,-0.055415776,0.999821007,0.461389333,0.034911957,-0.13362585,0.999902606,0.526764095,0.104276977,-0.184283003,0.99980098,0.500262618,0.10134162,-0.205960393,0.999863148,0.597043693,0.243735746,0.099564172,0.999635041,0.397123128,0.217143893,-0.113414608,0.999797404,0.652516186,0.490877628,-0.048722975,0.988229871,0.33055985,0.484179676,-0.49473682,0.998796225,0.725934923,0.322728068,-0.384186924,0.998817861,0.363351852,0.240663856,-0.919960439,0.999495745,0.746393323,0.281954259,-0.42895934,0.996922135,0.359352142,0.174786165,-0.985314608,0.998413622,0.741977632,0.243562579,-0.420806646,0.996563971,0.36531803,0.149883792,-0.952808321,0.998276055,0.73288238,0.258228123,-0.390137792,0.996660292,0.374580801,0.173027933,-0.915544569,0.998153031,0.604386628,0.801731884,0.053567175,0.992715776,0.457319498,0.808034539,-0.052087978,0.995499909,0.603193879,1.186886907,0.027065352,0.176423013,0.471746206,1.212043047,-0.014247174,0.297944456,0.614055276,1.556999564,0.216393471,0.006151088,0.477273852,1.585312843,0.148272991,0.011827063,0.616686463,1.607313395,0.223360181,0.006951601,0.473098427,1.632620811,0.156379282,0.00697857,0.612337649,1.669816971,0.015096187,0.008086586,0.504104137,1.704790473,-0.090197548,0.005918056
biceps,0.513075888,0.069429889,-0.270033658,0.999854386,0.521439195,0.026957292,-0.249607995,0.999845445,0.529115379,0.026268849,-0.249572575,0.999851644,0.536154687,0.025545314,-0.24956803,0.999844253,0.498135567,0.023562755,-0.26977253,0.999862432,0.48964408,0.021090882,-0.269765526,0.999854207,0.481251001,0.019408762,-0.270044565,0.999857783,0.540713966,0.033245649,-0.075230263,0.999827027,0.461726546,0.033163723,-0.164460152,0.999906301,0.527047455,0.102042601,-0.199139401,0.999807596,0.500495911,0.098509148,-0.226020023,0.99986881,0.594174862,0.242205024,0.092053175,0.999646008,0.397119731,0.212058619,-0.126798198,0.999797344,0.651414037,0.487637192,-0.035977527,0.987040818,0.331039965,0.483284235,-0.486464858,0.998721302,0.7263695,0.324922442,-0.343037307,0.998791099,0.364562809,0.239831284,-0.919206738,0.999464154,0.746375859,0.283858061,-0.381623507,0.996841133,0.360812038,0.174284592,-0.97419095,0.998316884,0.742221236,0.24460122,-0.3778705,0.996479392,0.367963582,0.149634048,-0.944449186,0.998166263,0.733386397,0.260296822,-0.349666297,0.996561587,0.376945704,0.172598928,-0.912850618,0.998014152,0.603358507,0.790051997,0.051404983,0.992338061,0.457369357,0.798609495,-0.049968041,0.99521488,0.601760566,1.168275237,0.028258735,0.178685859,0.473434627,1.197021723,-0.024852144,0.309980333,0.613348901,1.536476851,0.214926988,0.006420728,0.478855103,1.567927003,0.123742208,0.01253131,0.614147305,1.585662603,0.221980616,0.007027012,0.474261642,1.614846826,0.130800456,0.006973336,0.614320755,1.650271773,0.017706763,0.009111955,0.506111205,1.682849646,-0.111957394,0.006364886
biceps,0.513110101,0.066536546,-0.282536447,0.99985373,0.521476209,0.024570826,-0.262827784,0.999845982,0.529158413,0.024072498,-0.262780935,0.999850869,0.53624934,0.023635173,-0.262793928,0.99984324,0.49818778,0.021547072,-0.280429363,0.999863923,0.489748836,0.019494966,-0.280423492,0.999855101,0.481411546,0.018212209,-0.280702829,0.999858975,0.541795731,0.032453958,-0.089586712,0.999827206,0.461990118,0.032772146,-0.165818676,0.999907553,0.52741152,0.099574313,-0.212113112,0.999808133,0.50073278,0.095985152,-0.235548183,0.999870181,0.594063163,0.241340548,0.086174764,0.999638557,0.397552878,0.208709195,-0.129208565,0.999790788,0.651500225,0.485932589,-0.0190331,0.985013127,0.332664609,0.483192444,-0.498928666,0.998655677,0.726795495,0.324955851,-0.280319273,0.998729646,0.366814047,0.237687945,-0.919026017,0.999440372,0.746360004,0.285191953,-0.310746402,0.996673405,0.363553673,0.174373895,-0.976550162,0.998238683,0.74238044,0.245787174,-0.305977106,0.996287644,0.372862875,0.149885848,-0.94503355,0.99807471,0.733643472,0.261703789,-0.285227776,0.996372223,0.380633473,0.17257303,-0.913676918,0.997912526,0.60350275,0.789695978,0.050430831,0.992237747,0.459338874,0.797939122,-0.04910361,0.995142758,0.601907849,1.167382002,0.027922343,0.176344603,0.476197571,1.196301818,0.000441503,0.306783468,0.615201652,1.534682631,0.219839409,0.006232338,0.48559764,1.565080047,0.186008394,0.012092434,0.615968168,1.582704306,0.228179008,0.006731604,0.482285559,1.611654282,0.198386401,0.006650797,0.616594493,1.649774313,0.02443867,0.009115974,0.511301994,1.679014564,-0.041794013,0.006206814
biceps,0.514830649,0.06557706,-0.284573346,0.999855816,0.522739768,0.02350615,-0.265518427,0.999848843,0.530101001,0.023045275,-0.265481591,0.999853432,0.53697294,0.022738295,-0.265504599,0.99984473,0.500112414,0.02095058,-0.282828003,0.999867678,0.491859257,0.019057374,-0.282843828,0.999859035,0.483655453,0.017826315,-0.283128738,0.999862432,0.542284966,0.032275613,-0.096273616,0.9998312,0.464517623,0.032504946,-0.172512814,0.999910951,0.528656781,0.098691717,-0.215264276,0.99981159,0.502785385,0.095486149,-0.23838073,0.999874651,0.59358263,0.241126418,0.078822479,0.999623239,0.398020029,0.204484373,-0.134967864,0.999783397,0.651771128,0.483408868,-0.007259626,0.98301059,0.334267318,0.48154673,-0.508098364,0.998585165,0.727298975,0.32249397,-0.244803071,0.998666406,0.369272351,0.235064939,-0.923863292,0.999405742,0.746546805,0.283886194,-0.27191323,0.996498883,0.365152925,0.173370749,-0.982267201,0.998131454,0.742914617,0.243807748,-0.271138579,0.996085465,0.374608815,0.149168432,-0.951043546,0.997953594,0.734053493,0.26141566,-0.251022905,0.996190846,0.382940233,0.171664074,-0.919495642,0.997778594,0.603580892,0.78804028,0.049672566,0.992281258,0.461347282,0.796156764,-0.048261911,0.995152771,0.602756739,1.162477374,0.027666477,0.18183212,0.478103906,1.194283843,0.014414546,0.317323774,0.617030323,1.52827096,0.218451381,0.006438476,0.489427418,1.559812784,0.207830667,0.012616697,0.616786718,1.576323986,0.22664535,0.006789912,0.487015188,1.605883598,0.220762014,0.006658753,0.622528732,1.64402771,0.024211027,0.010058067,0.514353812,1.67353344,-0.015757946,0.006539576
biceps,0.515459418,0.064756267,-0.288608134,0.999858141,0.523246288,0.022521053,-0.269878,0.999851823,0.530466437,0.022041919,-0.269853443,0.999856293,0.537245035,0.021777958,-0.269880146,0.999846458,0.501042545,0.020271998,-0.286957592,0.999871254,0.492970288,0.018443149,-0.28695634,0.99986279,0.48492685,0.017198334,-0.287236392,0.999865472,0.542567134,0.0318528,-0.101098739,0.999835193,0.465946555,0.031793468,-0.177135646,0.99991399,0.529129744,0.097839698,-0.219488397,0.999814212,0.503762901,0.094863907,-0.242396519,0.999878168,0.592808783,0.240255311,0.07441166,0.999613643,0.398274809,0.201126426,-0.137537271,0.9997738,0.6517573,0.481342167,-0.000630869,0.980887413,0.335883886,0.480926573,-0.50785166,0.998473406,0.727691293,0.320249379,-0.231736705,0.998586714,0.370476633,0.23393245,-0.921278179,0.999356329,0.746673703,0.282535195,-0.257326812,0.996301413,0.366377503,0.173040599,-0.979812205,0.997994065,0.743193388,0.24185726,-0.256065547,0.995865047,0.375290126,0.148637891,-0.948688686,0.997801185,0.734393895,0.259698421,-0.237613499,0.995974958,0.383971125,0.170858517,-0.917061269,0.997606814,0.60340333,0.783405721,0.049131401,0.992145598,0.461711854,0.790599406,-0.047654498,0.995024025,0.602694988,1.155585527,0.027623311,0.18766588,0.479285955,1.186781287,0.012483383,0.326113462,0.617423296,1.519877553,0.214258701,0.006698476,0.49136886,1.549747825,0.193099931,0.013082655,0.616962254,1.566997766,0.221595898,0.006865477,0.489062726,1.59518218,0.204501197,0.006699155,0.623226643,1.635807037,0.01813365,0.010893021,0.515952528,1.661880136,-0.031287849,0.006798595
biceps,0.512813807,0.06346941,-0.28359127,0.999850571,0.522019148,0.020824019,-0.261821449,0.999845445,0.529718578,0.020173697,-0.261815101,0.999849141,0.536905348,0.019730318,-0.261823267,0.999837935,0.499157786,0.018999297,-0.276283413,0.999866605,0.491225868,0.017312691,-0.276291937,0.999858201,0.483340144,0.016223595,-0.276603848,0.999861777,0.543573916,0.030724447,-0.086780414,0.999822974,0.465328634,0.031582154,-0.148655668,0.999912143,0.528155088,0.097655043,-0.213205248,0.999801457,0.502804935,0.094535679,-0.232526988,0.999873281,0.592892766,0.239790127,0.085847929,0.999533594,0.399859041,0.203069657,-0.133615568,0.999754131,0.651838243,0.483723223,-0.01108062,0.977696061,0.336287767,0.480538756,-0.503241062,0.998458147,0.727687538,0.320189178,-0.332784235,0.998360872,0.371948719,0.232092857,-0.92313993,0.99932611,0.746679842,0.282319188,-0.372570187,0.995816827,0.368994266,0.172132999,-0.985052943,0.997912467,0.743244648,0.241835877,-0.364202797,0.995315671,0.378504664,0.148411617,-0.951461613,0.997709692,0.734458387,0.259631336,-0.338986099,0.995413482,0.386419296,0.170454249,-0.918100536,0.997485578,0.603749931,0.78366065,0.048497412,0.992060304,0.461895615,0.790879905,-0.047076259,0.995036542,0.602668405,1.157251596,0.024327334,0.206949323,0.479269236,1.187662721,-0.010090629,0.352635562,0.61730057,1.521630049,0.204649881,0.008146266,0.490545452,1.551602125,0.144654006,0.0156547,0.616971195,1.568803906,0.210421562,0.007778585,0.488106549,1.597057343,0.152680025,0.007465127,0.622540653,1.637501717,0.008967621,0.012508806,0.515235126,1.66245687,-0.082752459,0.007999362
biceps,0.510103703,0.062366508,-0.294695199,0.999852896,0.520194352,0.019626172,-0.272657543,0.999848783,0.528352916,0.018789044,-0.272603095,0.999851108,0.535984874,0.018142868,-0.272589058,0.9998402,0.496501625,0.018201984,-0.287697583,0.999870181,0.488458157,0.01656476,-0.287709653,0.99986124,0.480451643,0.015489911,-0.288029194,0.999865294,0.543581784,0.029507648,-0.093950294,0.999825358,0.463763684,0.030953908,-0.159776658,0.999914229,0.527034342,0.097377501,-0.222981423,0.99980557,0.500512183,0.094452366,-0.242686227,0.999876678,0.592979074,0.239649653,0.082812414,0.999520957,0.399880528,0.205663726,-0.137900412,0.999745965,0.652068436,0.484559536,-0.020682059,0.976401031,0.336670786,0.481497675,-0.512866497,0.998422623,0.727745771,0.320013314,-0.329563171,0.998292446,0.372215569,0.231745675,-0.920860708,0.999309063,0.746688306,0.280071795,-0.364967048,0.995596111,0.370022207,0.171028122,-0.982181311,0.997844219,0.743393004,0.239757344,-0.355203748,0.995063484,0.379033536,0.147594303,-0.949854255,0.997633576,0.73467499,0.258132517,-0.334430069,0.995176196,0.386842012,0.169671491,-0.915706277,0.997403026,0.604729295,0.787409425,0.047646981,0.992033362,0.462272912,0.795087218,-0.046201359,0.995021164,0.603236735,1.158303499,0.022085492,0.206225649,0.479995191,1.188191175,0.012743496,0.347998023,0.618867457,1.522366524,0.204627037,0.008022082,0.491641223,1.552850366,0.203807577,0.015236142,0.619175017,1.569186687,0.21063669,0.007702872,0.489187211,1.598434567,0.216632336,0.007300915,0.622328103,1.638497114,0.007516645,0.012529551,0.516711175,1.664959669,-0.019369325,0.007927126
biceps,0.507771373,0.061207384,-0.298035443,0.999855161,0.51852417,0.01845881,-0.276061207,0.999852061,0.527034283,0.017533481,-0.275991708,0.999853134,0.53503406,0.016781721,-0.275973052,0.999842644,0.494098663,0.017241258,-0.290857285,0.9998734,0.485931128,0.015645694,-0.290870965,0.999863863,0.477784544,0.014606262,-0.291187793,0.999868393,0.543584108,0.028356191,-0.096099027,0.999827802,0.461900085,0.030246174,-0.161526874,0.999915957,0.525871754,0.097053394,-0.225852162,0.999809861,0.498111546,0.094234444,-0.245142892,0.999879837,0.593023539,0.239404678,0.08025109,0.999513507,0.399776727,0.206504732,-0.136229932,0.99974072,0.652151644,0.485860288,-0.021495188,0.975436509,0.336868465,0.482815176,-0.509673476,0.998398006,0.727756679,0.319971889,-0.331481665,0.998240948,0.372264117,0.231788009,-0.916692257,0.999299347,0.746686041,0.279650778,-0.366910517,0.995428622,0.370758057,0.17076239,-0.974338651,0.997799814,0.743446648,0.239500806,-0.357354462,0.994874716,0.379396349,0.14728716,-0.938818038,0.997583091,0.7347157,0.258166879,-0.336304843,0.995001793,0.387008905,0.169401437,-0.909790397,0.997348666,0.605283618,0.78964293,0.046718381,0.992030144,0.462452888,0.797726095,-0.045240249,0.995021582,0.604387581,1.159365892,0.018459028,0.205460027,0.480820149,1.189469457,0.024630429,0.3440561,0.621743441,1.522597551,0.202295393,0.007890929,0.493867606,1.553505898,0.220461816,0.014844511,0.622805953,1.5699476,0.208885208,0.007617796,0.491497964,1.598966002,0.233758688,0.007135056,0.623739898,1.638770342,0.003407062,0.012488768,0.519612432,1.666203856,-0.001485506,0.007847083
biceps,0.508284092,0.060076475,-0.284335375,0.999841928,0.518625438,0.017962344,-0.261140674,0.999842167,0.527077198,0.017211813,-0.261098891,0.999843299,0.535053849,0.016601173,-0.261096776,0.999833405,0.494535476,0.016114913,-0.278309822,0.999863684,0.48648563,0.014390305,-0.278330624,0.999852359,0.478466153,0.013341097,-0.278664768,0.999857664,0.543661296,0.028151756,-0.082594588,0.999816298,0.461965054,0.029592684,-0.158005744,0.999909103,0.526175082,0.096032448,-0.213138148,0.999798834,0.499139577,0.092984982,-0.235490233,0.999872446,0.593079686,0.239441484,0.08096426,0.99949497,0.400083244,0.208076715,-0.133992478,0.999721825,0.652147889,0.489335001,-0.038007975,0.974793017,0.336836427,0.482665449,-0.508691311,0.998379469,0.727694571,0.32219848,-0.36342755,0.998206139,0.37254861,0.230395228,-0.916681588,0.999290228,0.746683657,0.281100005,-0.404911578,0.99533397,0.370300859,0.169495136,-0.976950347,0.997770727,0.74343276,0.241174072,-0.397622406,0.994765997,0.379238039,0.146962151,-0.94214803,0.997549415,0.734710753,0.259472758,-0.369753957,0.994894266,0.386969775,0.16894415,-0.910502613,0.997302771,0.605298698,0.793185771,0.048499022,0.992018044,0.462384939,0.79931891,-0.04704015,0.994977891,0.604138017,1.163917542,0.01775435,0.205891356,0.48076722,1.191506982,0.009477755,0.346196324,0.621556878,1.527307034,0.198125228,0.007807724,0.493104547,1.555052996,0.196761206,0.014593102,0.622595191,1.575916767,0.204208523,0.007546777,0.490594685,1.600363374,0.207526326,0.006970766,0.623207569,1.641017914,-0.002993482,0.01252601,0.518751144,1.668401718,-0.034317672,0.007815379
biceps,0.508803129,0.059075642,-0.280580133,0.999829113,0.518747389,0.017502453,-0.256918669,0.999832749,0.527131021,0.016891437,-0.256884903,0.999833643,0.535077631,0.016398052,-0.256886929,0.999824405,0.494971514,0.015208188,-0.274911612,0.999854565,0.487008572,0.013403058,-0.274938315,0.999841452,0.479080617,0.012354829,-0.275275528,0.999847591,0.543702483,0.027945627,-0.077737041,0.999804914,0.462028384,0.029084813,-0.157466814,0.999902546,0.526427686,0.095097095,-0.209265336,0.999787509,0.499922812,0.091878064,-0.232811525,0.999864876,0.593128324,0.239455551,0.081385657,0.999474943,0.400245249,0.20922175,-0.133915171,0.999702513,0.652061284,0.491893113,-0.047017816,0.974150717,0.336818427,0.482634395,-0.511290669,0.998360336,0.727632701,0.323671371,-0.374236852,0.998177171,0.372630984,0.229564756,-0.920479238,0.999284148,0.746681452,0.282133102,-0.416523755,0.995252132,0.369999349,0.168789342,-0.98293817,0.997750342,0.743418336,0.242332339,-0.409706563,0.994670749,0.379018217,0.14674148,-0.948906422,0.997525573,0.734705925,0.26041171,-0.380845577,0.9948048,0.386789382,0.168597549,-0.914985538,0.997268975,0.60530144,0.795765996,0.049760785,0.992048442,0.462327152,0.800848365,-0.048312627,0.994963229,0.603916228,1.16767931,0.017638326,0.205672279,0.480543137,1.193692923,0.003567559,0.34705919,0.62144047,1.531677127,0.197306305,0.007685342,0.492603481,1.557238817,0.188761219,0.014290198,0.622444808,1.581204653,0.203359887,0.007448797,0.490021318,1.602657914,0.198828861,0.00679158,0.622851968,1.643995523,-0.004096702,0.012495969,0.518163979,1.671348572,-0.045133971,0.00775296
biceps,0.50913322,0.059292085,-0.262927294,0.999831557,0.518814564,0.017538087,-0.242344111,0.999835193,0.527155995,0.016944613,-0.242263794,0.999836385,0.535082698,0.016466845,-0.242269084,0.999828517,0.495255858,0.015261652,-0.257317483,0.999855757,0.487407833,0.01345771,-0.257272303,0.999841988,0.47965163,0.012399341,-0.257568985,0.999848306,0.543708265,0.027953964,-0.07260967,0.999809921,0.462279141,0.029083356,-0.140648112,0.99990344,0.526614726,0.095184095,-0.195695087,0.999794722,0.500152349,0.092100069,-0.215320826,0.999868155,0.593325257,0.239466429,0.08083313,0.99950856,0.399990529,0.20936504,-0.114372961,0.999715328,0.653213799,0.492240131,-0.046772175,0.97521615,0.336387306,0.484143585,-0.464826792,0.998401105,0.727997541,0.323840111,-0.367552489,0.998240769,0.372468293,0.233469099,-0.860724211,0.999306738,0.747149885,0.282122433,-0.415482432,0.995385289,0.369902402,0.171240956,-0.921915174,0.997804344,0.743656278,0.242297366,-0.408191621,0.994822323,0.378951043,0.148273602,-0.888684928,0.997580707,0.734916687,0.260383517,-0.374742478,0.994964182,0.386780798,0.169765145,-0.855862081,0.997334838,0.605644524,0.795992494,0.049261868,0.992167354,0.462277234,0.801185727,-0.047692865,0.994984269,0.605144739,1.169261336,0.017984226,0.192979053,0.48038426,1.197079897,0.007279044,0.328967065,0.622334421,1.534559488,0.207547277,0.007090913,0.492856413,1.56038785,0.19047448,0.013139261,0.623882651,1.583613634,0.21540527,0.006906569,0.49011144,1.605927467,0.201056942,0.006248865,0.62320447,1.647798896,0.006288762,0.011600336,0.51888895,1.673809767,-0.043388478,0.007161039
